,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Time_taken(min),Distance(kms),Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_electric_scooter ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_No ,Festival_Yes ,City_Metropolitian ,City_Semi-Urban ,City_Urban 
242,28.0,4.6,4,2,2.0,0.0,14.0,6.135383422532994,1,0,0,0,1,0,1,0,1,0,0
243,21.0,4.8,0,1,1.0,1.0,11.0,8.918886685100235,0,0,0,0,1,0,1,0,1,0,0
244,21.0,4.0,5,0,0.0,1.0,19.0,7.774458242271917,0,0,0,0,1,0,1,0,1,0,0
245,30.0,4.9,2,0,1.0,1.0,29.0,12.552275755914396,1,0,0,0,1,0,1,0,1,0,0
246,29.0,4.7,1,1,2.0,1.0,11.0,5.98448470305908,0,0,0,0,1,0,1,0,0,0,1
247,20.0,4.8,0,2,1.0,0.0,14.0,1.5271543706841988,0,0,1,0,1,0,1,0,1,0,0
248,28.0,5.0,2,0,0.0,0.0,15.0,13.713493498525082,0,0,1,0,1,0,1,0,0,0,1
249,25.0,4.7,5,0,0.0,1.0,16.0,10.687630840937478,0,1,0,0,1,0,1,0,1,0,0
250,29.0,4.5,0,0,3.0,1.0,43.0,16.82376113749127,0,0,0,0,1,0,0,1,0,0,1
251,38.0,4.8,4,0,1.0,1.0,20.0,3.098689497995881,0,0,0,0,1,0,1,0,1,0,0
252,39.0,4.9,4,0,1.0,1.0,26.0,4.60191950861356,1,0,0,0,1,0,1,0,1,0,0
253,26.0,4.9,2,1,1.0,0.0,26.0,9.107880591147302,0,0,1,0,0,1,1,0,1,0,0
254,33.0,4.4,2,3,1.0,0.0,43.0,10.883781468541267,0,1,0,0,1,0,1,0,0,0,1
255,24.0,4.6,5,1,0.0,1.0,25.0,9.074511964797063,0,0,1,0,1,0,1,0,0,0,1
256,24.0,4.9,3,1,0.0,1.0,28.0,6.2195799756053045,0,0,0,0,1,0,1,0,1,0,0
257,33.0,4.5,4,0,2.0,0.0,17.0,13.591743492034936,0,0,0,0,0,1,1,0,1,0,0
258,35.0,4.2,2,3,1.0,1.0,44.0,13.59160829724938,1,0,0,0,1,0,1,0,1,0,0
259,27.0,4.2,4,3,0.0,1.0,33.0,13.740852946327324,0,0,0,0,1,0,1,0,1,0,0
260,29.0,4.5,1,1,1.0,1.0,19.0,7.74607909737689,0,0,1,0,0,1,1,0,0,0,1
261,29.0,4.5,0,1,0.0,0.0,15.0,4.648411816939903,0,0,1,0,1,0,1,0,1,0,0
262,34.0,4.7,3,0,1.0,1.0,27.0,19.321445595985512,0,0,0,0,0,1,1,0,1,0,0
263,20.0,4.7,1,2,2.0,1.0,25.0,2.9809448604628397,0,1,0,0,0,1,1,0,1,0,0
264,29.0,4.8,0,2,1.0,1.0,18.0,6.049870868802052,1,0,0,0,1,0,1,0,1,0,0
265,22.0,4.9,4,1,2.0,0.0,21.0,9.074580779980996,0,0,1,0,0,1,1,0,1,0,0
266,35.0,4.9,1,3,0.0,2.0,53.0,10.405169702130612,0,0,0,0,1,0,1,0,1,0,0
267,32.0,4.4,5,3,0.0,3.0,42.0,17.12927552767304,1,0,0,0,1,0,1,0,1,0,0
268,28.0,4.9,0,3,2.0,1.0,20.0,16.10037667090069,0,0,1,0,1,0,1,0,1,0,0
269,30.0,4.7,3,0,1.0,0.0,29.0,20.212363674870236,0,1,0,0,0,1,1,0,1,0,0
270,22.0,4.7,4,3,2.0,0.0,15.0,17.042634005429182,0,0,1,0,0,1,1,0,0,0,1
271,36.0,4.7,3,1,0.0,1.0,30.0,7.774458242271917,0,0,0,0,1,0,1,0,1,0,0
272,23.0,4.8,2,3,0.0,1.0,28.0,19.731429221614068,0,0,1,0,1,0,1,0,1,0,0
273,22.0,4.8,4,0,2.0,1.0,19.0,3.0206490444019702,1,0,0,0,1,0,1,0,0,0,0
274,29.0,4.5,5,0,2.0,1.0,15.0,19.807161975395392,0,1,0,0,1,0,1,0,1,0,0
275,34.0,4.9,5,3,0.0,3.0,50.0,17.04198395713103,0,0,0,0,1,0,0,1,0,0,1
276,38.0,4.1,4,2,0.0,1.0,41.0,1.5496365009021706,0,0,0,0,1,0,0,1,1,0,0
277,35.0,5.0,3,1,0.0,1.0,37.0,10.983241696284242,0,0,1,0,1,0,1,0,1,0,0
278,38.0,4.7,1,3,2.0,1.0,28.0,9.414207472710384,1,0,0,0,0,1,1,0,1,0,0
279,32.0,4.3,1,1,1.0,2.0,35.0,10.271454968581779,0,1,0,0,0,1,1,0,1,0,0
280,20.0,4.5,2,3,2.0,1.0,27.0,10.845889966900735,0,0,0,0,1,0,1,0,1,0,0
281,25.0,4.9,3,3,0.0,2.0,43.0,12.393263757604263,0,0,0,0,1,0,1,0,1,0,0
282,29.0,4.5,3,0,2.0,0.0,12.0,8.927480425054231,0,1,0,0,0,1,1,0,0,0,0
283,32.0,4.7,5,3,2.0,1.0,31.0,8.91874209836903,0,1,0,0,0,1,1,0,1,0,0
284,39.0,4.1,1,3,1.0,2.0,39.0,20.39744277518833,1,0,0,0,1,0,1,0,1,0,0
285,31.0,4.4,4,3,0.0,1.0,47.0,16.635381027246588,0,0,0,0,1,0,1,0,0,0,1
286,37.0,4.5,3,0,0.0,1.0,26.0,7.589543265875354,0,0,0,0,1,0,1,0,0,0,1
287,36.0,4.9,1,1,2.0,1.0,31.0,13.172727967925633,0,0,1,1,0,0,1,0,1,0,0
288,37.0,3.8,5,3,1.0,1.0,42.0,20.8325750761678,0,0,1,0,1,0,1,0,1,0,0
289,29.0,4.5,4,3,2.0,0.0,12.0,9.17685446997573,0,1,0,0,0,1,1,0,0,0,1
290,38.0,4.9,1,2,2.0,1.0,25.0,6.219648077689977,0,0,1,0,0,1,1,0,1,0,0
291,37.0,4.4,5,3,0.0,1.0,39.0,11.891277192207232,1,0,0,0,1,0,1,0,1,0,0
292,21.0,4.9,3,0,2.0,1.0,21.0,13.66085535805377,0,0,0,0,0,1,1,0,0,0,0
293,35.0,4.9,3,1,2.0,0.0,18.0,4.464163123690884,0,1,0,1,0,0,1,0,1,0,0
294,22.0,4.8,5,3,1.0,1.0,22.0,13.390793718689235,0,0,1,0,0,1,1,0,0,0,1
295,28.0,4.8,3,0,0.0,1.0,23.0,3.068202713082747,0,0,0,0,1,0,1,0,1,0,0
296,39.0,4.0,4,1,0.0,0.0,48.0,20.166286848244525,1,0,0,0,1,0,1,0,1,0,0
297,29.0,4.5,2,0,1.0,0.0,13.0,12.395256759155643,0,0,1,0,0,1,1,0,0,0,1
298,39.0,4.6,5,2,2.0,1.0,32.0,3.0986894561589557,1,0,0,0,1,0,1,0,1,0,0
299,25.0,4.9,5,3,2.0,0.0,16.0,20.166027529984312,0,0,1,1,0,0,1,0,0,0,1
300,34.0,5.0,1,1,2.0,0.0,19.0,4.664610877378366,0,0,1,1,0,0,1,0,0,0,1
301,22.0,4.8,0,0,1.0,1.0,18.0,3.099243404030397,1,0,0,0,1,0,1,0,1,0,0
302,27.0,5.0,2,3,0.0,1.0,27.0,10.431932813898785,0,0,0,0,1,0,1,0,1,0,0
303,28.0,4.5,0,1,0.0,1.0,25.0,10.692860419649529,1,0,0,0,1,0,1,0,0,0,1
304,32.0,5.0,4,1,2.0,1.0,31.0,4.664846958989862,1,0,0,0,0,1,1,0,1,0,0
305,29.0,4.5,3,3,2.0,1.0,39.0,16.577783315974713,1,0,0,0,0,1,1,0,1,0,0
306,27.0,4.6,0,1,0.0,0.0,20.0,10.737675922445108,0,0,1,0,1,0,1,0,1,0,0
307,35.0,3.9,2,3,1.0,2.0,38.0,12.216036309455992,0,0,1,0,1,0,1,0,1,0,0
308,22.0,4.6,2,0,1.0,1.0,19.0,4.654346370087346,0,0,0,0,1,0,1,0,1,0,0
309,35.0,4.7,0,3,2.0,1.0,17.0,4.707104052532131,1,0,0,1,0,0,1,0,1,0,0
310,30.0,4.6,1,0,0.0,0.0,24.0,1.5125517325861146,0,0,0,0,1,0,1,0,0,0,1
311,39.0,4.8,3,2,2.0,1.0,26.0,3.102782976271218,1,0,0,0,0,1,1,0,0,0,1
312,33.0,4.8,5,1,2.0,1.0,28.0,9.203603646445394,0,1,0,0,1,0,1,0,1,0,0
313,20.0,4.7,5,1,2.0,1.0,16.0,12.235732851646777,0,0,1,0,0,1,1,0,0,0,1
314,20.0,4.7,3,1,2.0,0.0,17.0,4.707104052532131,0,0,0,0,1,0,1,0,0,0,1
315,34.0,4.2,2,0,0.0,0.0,24.0,9.30832533364487,0,0,1,0,1,0,1,0,0,0,1
316,22.0,4.7,2,1,0.0,1.0,24.0,10.859713679362844,0,1,0,0,1,0,1,0,1,0,0
317,37.0,4.3,4,2,2.0,1.0,34.0,2.9767694453815867,0,1,0,0,0,1,1,0,1,0,0
318,20.0,4.8,1,0,1.0,1.0,16.0,1.5276791467890163,0,0,1,0,1,0,1,0,0,0,1
319,33.0,4.9,2,0,1.0,1.0,26.0,7.5897674326727005,1,0,0,0,1,0,1,0,1,0,0
320,21.0,5.0,3,1,1.0,1.0,25.0,19.632314732102273,1,0,0,0,1,0,1,0,1,0,0
321,33.0,4.6,3,1,0.0,2.0,49.0,10.586671192788684,0,1,0,0,1,0,1,0,1,0,0
322,24.0,4.6,2,1,2.0,0.0,24.0,12.395136598591078,0,0,1,1,0,0,1,0,0,0,1
323,36.0,4.7,5,2,2.0,2.0,32.0,3.1380694073889375,0,1,0,0,0,1,1,0,1,0,0
324,30.0,4.6,0,1,0.0,1.0,26.0,4.5811966822179055,0,0,0,0,1,0,1,0,1,0,0
325,32.0,4.9,5,0,1.0,1.0,24.0,13.805477310461844,0,0,0,0,0,1,1,0,1,0,0
326,28.0,4.6,4,3,2.0,0.0,16.0,19.9405019169733,1,0,0,1,0,0,1,0,1,0,0
327,21.0,4.7,2,3,2.0,1.0,27.0,19.351082464681625,1,0,0,0,0,1,1,0,1,0,0
328,39.0,4.9,3,2,0.0,1.0,25.0,3.047712417465363,1,0,0,0,1,0,1,0,1,0,0
329,32.0,4.7,1,0,0.0,0.0,26.0,3.0986894561589557,1,0,0,0,1,0,1,0,1,0,0
330,20.0,4.5,5,3,1.0,1.0,25.0,9.163186792917154,0,0,0,0,0,1,1,0,0,0,1
331,29.0,4.5,3,0,0.0,1.0,26.0,4.707104052532131,0,1,0,0,1,0,1,0,1,0,0
332,36.0,5.0,3,0,2.0,1.0,15.0,1.4884133108381385,0,1,0,0,0,1,1,0,0,0,1
333,28.0,4.8,0,0,1.0,1.0,18.0,3.099238091226209,0,0,0,0,0,1,1,0,0,0,1
334,32.0,4.5,3,3,0.0,1.0,30.0,7.648136370477106,0,0,0,0,1,0,1,0,1,0,0
335,39.0,4.4,1,3,1.0,1.0,46.0,17.042634005429182,1,0,0,0,0,1,1,0,1,0,0
336,30.0,4.7,2,0,0.0,1.0,24.0,16.695410883026362,1,0,0,0,1,0,1,0,1,0,0
337,32.0,4.4,5,1,0.0,1.0,37.0,6.117941643988992,1,0,0,0,1,0,1,0,1,0,0
338,23.0,4.6,2,3,0.0,1.0,27.0,13.591068802313822,0,0,1,0,1,0,1,0,1,0,0
339,21.0,4.8,2,1,2.0,1.0,27.0,6.108360812908674,0,0,0,0,0,1,1,0,0,0,0
340,31.0,4.2,2,1,2.0,1.0,32.0,9.061127494751885,0,1,0,1,0,0,1,0,1,0,0
341,37.0,4.6,4,2,2.0,1.0,28.0,3.05382337868605,0,0,0,1,0,0,1,0,0,0,1
342,20.0,4.5,5,3,0.0,1.0,29.0,7.590017577593779,1,0,0,0,1,0,1,0,1,0,0
343,28.0,4.5,5,0,0.0,1.0,27.0,1.4881912567305338,0,0,1,0,1,0,1,0,1,0,0
344,22.0,4.9,1,0,1.0,0.0,11.0,1.5514770796415487,0,0,1,0,1,0,1,0,1,0,0
345,20.0,4.7,1,1,1.0,1.0,13.0,9.203411138984023,0,0,0,0,1,0,1,0,0,0,1
346,34.0,4.8,2,0,1.0,1.0,27.0,19.591218729842222,0,0,0,0,0,1,1,0,1,0,0
347,38.0,4.8,2,2,1.0,1.0,25.0,6.197038931411321,0,0,1,0,0,1,1,0,1,0,0
348,29.0,4.5,0,0,3.0,1.0,26.0,20.142861143257786,1,0,0,0,0,1,1,0,1,0,0
349,32.0,4.5,1,2,2.0,1.0,27.0,6.0277133346279195,0,0,0,0,1,0,1,0,1,0,0
350,34.0,4.9,0,0,2.0,1.0,26.0,16.824526128937705,0,0,1,0,0,1,1,0,1,0,0
351,33.0,3.9,2,1,2.0,1.0,32.0,13.592749450063229,0,1,0,1,0,0,1,0,1,0,0
352,34.0,4.5,2,0,1.0,1.0,25.0,3.020731790895242,0,1,0,0,1,0,1,0,1,0,0
353,32.0,4.6,4,3,2.0,1.0,32.0,4.707104052532131,0,1,0,0,1,0,1,0,1,0,0
354,29.0,4.5,0,0,1.0,2.0,42.0,10.846021334892523,1,0,0,0,0,1,0,1,1,0,0
355,34.0,4.7,0,3,0.0,1.0,29.0,7.757008674701061,1,0,0,0,1,0,1,0,1,0,0
356,26.0,4.6,1,3,1.0,0.0,32.0,10.624868125959805,0,0,0,0,0,1,1,0,1,0,0
357,31.0,4.0,1,0,0.0,1.0,35.0,12.396203377424797,1,0,0,0,1,0,1,0,1,0,0
358,39.0,4.8,0,2,0.0,1.0,27.0,6.071710271577742,1,0,0,0,1,0,1,0,1,0,0
359,27.0,4.8,0,0,1.0,0.0,15.0,1.5690347154047222,0,1,0,0,1,0,1,0,1,0,0
360,32.0,5.0,1,3,2.0,1.0,27.0,7.669768196606531,0,0,0,0,0,1,1,0,0,0,1
361,32.0,4.5,4,1,0.0,1.0,30.0,7.556893369945108,0,1,0,0,1,0,1,0,1,0,0
362,39.0,4.1,0,1,0.0,1.0,32.0,10.549588224835514,0,0,1,0,1,0,1,0,1,0,0
363,36.0,4.8,4,0,2.0,0.0,25.0,1.529710385539973,0,1,0,1,0,0,1,0,1,0,0
364,37.0,4.1,2,1,0.0,1.0,38.0,4.64796321502366,0,0,0,0,1,0,1,0,1,0,0
365,37.0,4.8,3,3,1.0,1.0,26.0,9.04126320780773,0,1,0,0,0,1,1,0,1,0,0
366,38.0,3.7,4,3,1.0,1.0,31.0,16.824526128937705,0,1,0,0,1,0,1,0,1,0,0
367,28.0,4.7,4,2,2.0,1.0,28.0,3.0139588709850593,1,0,0,0,0,1,1,0,1,0,0
368,34.0,3.8,4,1,1.0,0.0,31.0,16.823323902377677,0,1,0,0,0,1,1,0,1,0,0
369,32.0,4.9,1,0,1.0,1.0,29.0,17.041308859939207,0,0,0,0,1,0,1,0,1,0,0
370,22.0,4.7,2,0,1.0,0.0,17.0,8.927154262343281,0,0,0,0,1,0,1,0,0,0,1
371,31.0,4.0,2,1,0.0,3.0,45.0,13.600349442388593,1,0,0,0,1,0,0,1,1,0,0
372,27.0,4.0,5,1,0.0,1.0,34.0,12.409793910752205,0,1,0,0,1,0,1,0,1,0,0
373,29.0,4.9,2,3,1.0,0.0,24.0,17.10252778809447,1,0,0,0,0,1,1,0,1,0,0
374,38.0,4.8,5,3,0.0,3.0,44.0,9.329243652133542,0,1,0,0,1,0,1,0,1,0,0
375,35.0,4.8,1,3,2.0,2.0,36.0,7.590021438430087,0,0,1,0,1,0,1,0,1,0,0
376,31.0,4.9,0,3,0.0,0.0,28.0,4.6484737812260795,0,1,0,0,1,0,1,0,1,0,0
377,30.0,4.3,2,1,1.0,2.0,37.0,13.942528825315236,1,0,0,0,0,1,1,0,1,0,0
378,24.0,4.9,3,1,1.0,0.0,10.0,9.414207472710384,0,0,1,0,1,0,1,0,0,0,1
379,33.0,4.8,4,0,2.0,0.0,23.0,13.805596388487299,1,0,0,0,1,0,1,0,0,0,1
380,29.0,4.6,5,0,0.0,0.0,22.0,10.269518706782643,0,1,0,0,1,0,1,0,1,0,0
381,38.0,4.6,4,2,2.0,1.0,26.0,6.107510394065643,0,0,1,0,0,1,1,0,1,0,0
382,26.0,4.9,5,3,0.0,1.0,34.0,9.04326348406904,1,0,0,0,1,0,1,0,1,0,0
383,39.0,4.8,5,1,2.0,0.0,26.0,6.276138627413788,0,0,0,0,0,1,1,0,1,0,0
384,24.0,4.5,3,0,0.0,1.0,21.0,17.25937671693666,0,0,1,0,1,0,1,0,1,0,0
385,34.0,4.2,4,0,0.0,1.0,28.0,9.177365744557306,0,1,0,0,1,0,1,0,1,0,0
386,26.0,4.7,2,0,2.0,0.0,14.0,8.932469105184442,0,0,1,0,1,0,1,0,1,0,0
387,35.0,4.7,1,1,2.0,1.0,17.0,6.041720567259691,0,1,0,0,1,0,1,0,1,0,0
388,36.0,4.2,5,1,0.0,1.0,37.0,4.64840007277159,1,0,0,0,1,0,1,0,1,0,0
389,24.0,2.6,0,0,1.0,1.0,42.0,16.635381027246588,1,0,0,0,1,0,0,1,1,0,0
390,29.0,4.5,0,1,0.0,0.0,17.0,10.983241696284242,0,0,1,0,1,0,1,0,0,0,1
391,33.0,4.3,1,1,1.0,1.0,34.0,16.797998791306554,0,1,0,0,1,0,1,0,1,0,0
392,26.0,4.6,2,1,1.0,1.0,25.0,16.760461968233322,0,0,0,0,1,0,1,0,1,0,0
393,32.0,5.0,2,3,1.0,1.0,30.0,17.040675423590812,0,0,0,0,0,1,1,0,0,0,1
394,37.0,4.9,3,3,0.0,2.0,48.0,13.388148115267779,0,1,0,0,1,0,1,0,1,0,0
395,26.0,4.9,4,0,2.0,1.0,18.0,20.24338536883607,1,0,0,0,0,1,1,0,1,0,0
396,31.0,4.8,4,0,1.0,0.0,28.0,20.212199139843758,1,0,0,0,0,1,1,0,1,0,0
397,37.0,4.6,4,1,1.0,1.0,26.0,13.943264150201642,0,0,0,0,1,0,1,0,0,0,1
398,26.0,4.7,0,3,2.0,0.0,16.0,16.79920368367176,1,0,0,0,0,1,1,0,0,0,1
399,37.0,4.8,1,3,0.0,0.0,25.0,4.530955587840889,0,1,0,0,1,0,1,0,1,0,0
400,22.0,4.6,0,3,2.0,0.0,22.0,20.39744277518833,1,0,0,0,1,0,1,0,1,0,0
401,21.0,4.4,2,0,0.0,0.0,15.0,4.5538187948740685,1,0,0,0,1,0,1,0,1,0,0
402,22.0,4.0,5,0,0.0,1.0,28.0,1.549350970706572,0,0,1,0,1,0,1,0,0,0,1
403,38.0,4.5,2,0,1.0,1.0,20.0,1.5493596914282974,0,1,0,0,1,0,1,0,0,0,1
404,28.0,4.0,4,2,0.0,1.0,32.0,6.196473600483353,0,0,0,0,1,0,1,0,1,0,0
405,29.0,4.7,5,3,1.0,0.0,17.0,20.39744277518833,0,1,0,0,0,1,1,0,0,0,1
406,31.0,4.9,1,2,1.0,1.0,38.0,6.049912845948325,1,0,0,0,1,0,1,0,1,0,0
407,24.0,4.8,1,0,2.0,0.0,14.0,3.0358329337402403,0,0,1,0,0,1,1,0,1,0,0
408,33.0,4.8,2,1,1.0,1.0,26.0,6.276138627413788,0,0,0,0,1,0,1,0,1,0,0
409,26.0,4.9,5,3,0.0,1.0,30.0,13.76537967893881,0,0,1,0,1,0,1,0,1,0,0
410,29.0,4.5,2,0,1.0,1.0,28.0,12.057276311044562,0,1,0,0,0,1,1,0,1,0,0
411,20.0,4.7,1,3,1.0,1.0,29.0,7.7744964674610495,0,0,1,0,0,1,1,0,1,0,0
412,29.0,4.8,2,0,1.0,0.0,12.0,19.731617593978374,0,0,0,0,0,1,1,0,0,0,1
413,32.0,4.0,2,1,0.0,3.0,49.0,10.845954196990009,0,0,0,0,1,0,0,1,0,0,1
414,20.0,4.9,3,1,0.0,1.0,42.0,16.635194216784537,0,1,0,0,1,0,1,0,1,0,0
415,26.0,5.0,5,1,2.0,1.0,24.0,10.845731334066407,0,1,0,1,0,0,1,0,0,0,1
416,38.0,4.8,1,3,2.0,1.0,46.0,16.695143788849723,0,0,0,0,1,0,1,0,1,0,0
417,34.0,4.6,5,2,2.0,1.0,27.0,6.1650638169915855,0,1,0,1,0,0,1,0,0,0,1
418,27.0,4.5,4,0,1.0,0.0,13.0,2.976035478042477,0,0,1,0,1,0,1,0,1,0,0
419,29.0,5.0,2,3,1.0,1.0,25.0,10.577817770029753,1,0,0,0,1,0,1,0,1,0,0
420,24.0,4.9,2,3,2.0,1.0,24.0,19.73032946503108,1,0,0,0,1,0,1,0,0,0,1
421,21.0,4.9,1,0,1.0,0.0,12.0,1.5103782350769634,0,0,0,0,1,0,1,0,1,0,0
422,33.0,4.4,2,0,0.0,1.0,24.0,1.463953129912797,1,0,0,0,1,0,1,0,1,0,0
423,35.0,4.7,5,3,1.0,1.0,29.0,9.04307025837713,0,1,0,0,1,0,1,0,1,0,0
424,35.0,4.7,4,0,2.0,1.0,18.0,12.43875210831113,0,0,1,0,0,1,1,0,1,0,0
425,29.0,4.5,0,0,3.0,1.0,20.0,19.069988901597323,0,0,1,0,0,1,1,0,1,0,0
426,29.0,4.5,4,1,0.0,0.0,13.0,4.654125131113019,0,0,0,0,1,0,1,0,1,0,0
427,29.0,4.8,1,0,1.0,1.0,23.0,10.689377930173068,1,0,0,0,1,0,1,0,1,0,0
428,21.0,4.9,2,0,0.0,1.0,19.0,12.235136123611104,0,0,0,0,1,0,1,0,1,0,0
429,29.0,4.6,2,3,0.0,1.0,29.0,17.045251004667662,0,1,0,0,1,0,1,0,0,0,1
430,22.0,4.7,0,3,0.0,0.0,24.0,13.945658037651098,0,0,1,0,1,0,1,0,1,0,0
431,29.0,4.5,0,0,1.0,0.0,27.0,6.205284711948613,1,0,0,0,0,1,1,0,0,0,1
432,24.0,4.4,1,3,2.0,0.0,40.0,11.891353051258337,0,1,0,0,0,1,1,0,1,0,0
433,23.0,4.9,4,2,2.0,0.0,22.0,1.5513638984572686,0,0,1,0,0,1,1,0,1,0,0
434,27.0,4.6,2,2,2.0,1.0,12.0,1.549238578891355,1,0,0,0,0,1,1,0,0,0,1
435,33.0,4.1,5,1,0.0,1.0,43.0,12.439082968814082,1,0,0,0,1,0,1,0,1,0,0
436,35.0,4.6,2,1,2.0,1.0,26.0,16.872623278516077,0,1,0,0,0,1,1,0,1,0,0
437,21.0,4.7,2,1,1.0,0.0,27.0,4.664774212706808,0,0,0,0,0,1,1,0,1,0,0
438,39.0,4.4,3,0,0.0,2.0,35.0,13.942135995521298,0,1,0,0,1,0,1,0,1,0,0
439,34.0,4.8,2,0,2.0,1.0,27.0,7.745892925201073,1,0,0,0,0,1,1,0,1,0,0
440,29.0,4.9,1,2,0.0,1.0,27.0,6.071909216478056,1,0,0,0,1,0,1,0,0,0,1
441,20.0,4.7,3,0,1.0,0.0,17.0,3.054566519402013,0,0,0,0,0,1,1,0,1,0,0
442,20.0,4.8,5,0,0.0,0.0,17.0,10.983241696284242,1,0,0,0,1,0,1,0,0,0,1
443,30.0,4.7,0,0,1.0,0.0,15.0,9.04126320780773,1,0,0,0,1,0,1,0,1,0,0
444,37.0,4.7,3,3,2.0,1.0,39.0,19.070286182018464,0,0,0,0,0,1,1,0,1,0,0
445,39.0,4.6,4,3,1.0,1.0,25.0,4.531237447473479,1,0,0,0,1,0,1,0,0,0,0
446,26.0,5.0,0,1,0.0,1.0,18.0,16.8739423417276,1,0,0,0,1,0,1,0,1,0,0
447,32.0,4.9,1,1,0.0,3.0,48.0,12.552275755914396,0,1,0,0,1,0,0,1,0,0,1
448,21.0,4.7,3,0,2.0,0.0,28.0,13.764305929575334,1,0,0,0,0,1,1,0,1,0,0
449,35.0,4.8,5,0,2.0,0.0,29.0,3.099012302522494,0,0,1,0,0,1,1,0,1,0,0
450,39.0,4.6,5,1,2.0,0.0,32.0,4.5208616651671925,0,0,0,0,1,0,1,0,0,0,1
451,39.0,5.0,1,0,0.0,1.0,41.0,20.144000349550186,0,1,0,0,1,0,1,0,1,0,0
452,27.0,4.9,1,3,0.0,2.0,39.0,10.901551880749835,1,0,0,0,1,0,1,0,1,0,0
453,33.0,4.8,3,1,2.0,0.0,16.0,4.647779662813341,1,0,0,0,0,1,1,0,1,0,0
454,33.0,4.8,3,3,0.0,3.0,48.0,19.941385867885913,0,1,0,0,1,0,1,0,1,0,0
455,37.0,4.7,1,1,1.0,0.0,40.0,10.846831683111873,0,0,0,0,1,0,1,0,1,0,0
456,20.0,4.6,4,0,1.0,0.0,11.0,3.1098897249072968,1,0,0,0,1,0,1,0,0,0,1
457,20.0,4.6,0,3,2.0,1.0,19.0,12.552275755914396,0,0,0,0,1,0,1,0,0,0,1
458,31.0,4.2,1,3,1.0,1.0,35.0,10.706538178038926,1,0,0,0,0,1,1,0,0,0,1
459,27.0,4.6,0,2,2.0,0.0,16.0,3.1097802285192877,0,0,0,1,0,0,1,0,1,0,0
460,37.0,4.9,3,1,1.0,0.0,15.0,7.562213708875614,1,0,0,0,0,1,1,0,0,0,1
461,34.0,4.4,4,3,2.0,1.0,31.0,7.747638162695086,0,0,0,0,0,1,1,0,0,0,1
462,25.0,4.7,3,0,1.0,0.0,11.0,9.329036830172058,0,0,1,0,1,0,1,0,0,0,1
463,37.0,4.7,1,0,0.0,1.0,22.0,7.619031225164967,0,1,0,0,1,0,1,0,0,0,1
464,23.0,4.7,4,0,1.0,1.0,16.0,10.901102276923808,0,1,0,0,0,1,1,0,0,0,0
465,27.0,5.0,3,2,0.0,0.0,24.0,6.20541663672186,1,0,0,0,1,0,1,0,1,0,0
466,36.0,4.7,1,0,2.0,0.0,16.0,3.0681777018799767,0,0,1,1,0,0,1,0,0,0,1
467,30.0,4.3,2,3,0.0,1.0,42.0,20.829460333321602,0,0,1,0,1,0,1,0,0,0,0
468,20.0,4.9,1,2,1.0,1.0,31.0,1.5690347154047222,1,0,0,0,1,0,1,0,1,0,0
469,28.0,4.7,3,3,1.0,1.0,31.0,10.884116941798958,0,0,1,0,0,1,1,0,1,0,0
470,36.0,4.0,2,0,0.0,0.0,33.0,3.1380694073889375,0,0,0,0,1,0,1,0,1,0,0
471,20.0,4.7,4,0,2.0,1.0,16.0,7.746557479642295,1,0,0,0,0,1,1,0,1,0,0
472,22.0,4.7,2,0,0.0,1.0,16.0,16.82479191121949,0,0,0,0,1,0,1,0,1,0,0
473,28.0,4.7,5,1,1.0,1.0,25.0,17.062995952156246,0,0,0,0,1,0,1,0,1,0,0
474,34.0,4.8,1,0,2.0,1.0,18.0,1.5179237301775088,0,0,0,1,0,0,1,0,1,0,0
475,25.0,4.8,2,1,1.0,0.0,26.0,16.635381027246588,1,0,0,0,0,1,1,0,1,0,0
476,38.0,5.0,5,3,1.0,1.0,34.0,7.619039773401199,0,1,0,0,0,1,1,0,1,0,0
477,34.0,3.5,2,1,2.0,1.0,32.0,11.903830116733703,0,0,1,0,1,0,1,0,1,0,0
478,24.0,4.9,2,3,1.0,0.0,22.0,16.635254743950217,1,0,0,0,1,0,1,0,1,0,0
479,33.0,4.6,2,3,0.0,2.0,50.0,13.563859616323219,0,0,1,0,1,0,0,1,0,0,1
480,21.0,4.6,4,2,1.0,1.0,16.0,3.0226433335815397,0,0,1,0,0,1,1,0,0,0,1
481,25.0,4.6,4,1,0.0,0.0,23.0,9.067759514407921,1,0,0,0,1,0,1,0,1,0,0
482,23.0,4.9,2,2,0.0,1.0,19.0,6.049844084741074,0,0,0,0,1,0,1,0,1,0,0
483,34.0,4.9,4,0,1.0,1.0,25.0,7.319148821157133,0,0,1,0,1,0,1,0,1,0,0
484,25.0,4.7,3,1,2.0,1.0,37.0,10.738021146085408,0,0,1,0,0,1,1,0,1,0,0
485,28.0,4.9,5,0,2.0,0.0,10.0,13.464219589296533,1,0,0,1,0,0,1,0,1,0,0
486,34.0,3.7,4,3,1.0,1.0,34.0,16.823292316394692,0,0,0,0,0,1,1,0,1,0,0
